comp_id,bioactivity,data_split,smiles,comp_id_FAIL
TANNIC ACID,0,train,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,comp183
ANTIMONY POTASSIUM TARTRATE TRIHYDRATE,0,train,O.O.O.O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2.[K+].[K+],comp184
ACRIFLAVINIUM HYDROCHLORIDE,0,train,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],comp185
SUCCIMER,0,train,O=C(O)C(S)C(S)C(=O)O,comp186
ERYTHROMYCIN STEARATE,0,train,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.CCCCCCCCCCCCCCCCCC(=O)O,comp187
ETHANOLAMINE OLEATE,0,train,CCCCCCCCC=CCCCCCCCC(=O)[O-].[NH3+]CCO,comp188
DIETHYLSTILBESTROL,0,train,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,comp189
STREPTOZOSIN,0,train,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,comp190
DAPOXETINE HYDROCHLORIDE,0,validation,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1.Cl,comp191
LOBARIC ACID,0,train,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,comp192
DICTAMNINE,0,train,COc1c2ccccc2nc2occc12,comp193
CHLORZOXAZONE,0,test,O=c1[nH]c2cc(Cl)ccc2o1,comp194
LINEZOLID,0,train,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,comp195
NOVOBIOCIN SODIUM,0,train,COC1C(OC(N)=O)C(O)C(Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],comp196
ERYTHROMYCIN ETHYLSUCCINATE,0,test,CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,comp197
TRIFLUPROMAZINE HYDROCHLORIDE,0,train,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,comp198
HEXESTROL,0,validation,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,comp199
HAEMATOXYLIN,0,train,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,comp200
PUROMYCIN DIHYDROCHLORIDE,0,train,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1.Cl.Cl,comp201
DIFLUNISAL,0,train,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,comp202
LARIXOL ACETATE,0,train,C=CC(C)(O)CCC1C(=C)CC(OC(C)=O)C2C(C)(C)CCCC12C,comp203
TOREMIFENE CITRATE,0,train,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,comp204
DOCETAXEL,0,train,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C.O.O.O,comp205
CHLORPROTHIXENE HYDROCHLORIDE,0,train,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21.Cl,comp206
"SALINOMYCIN, SODIUM",0,train,CCC(C(=O)[O-])C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1.[Na+],comp207
LAMOTRIGINE,0,train,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,comp208
HEDERAGENIN,0,train,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,comp209
PENTACHLOROPHENOL,0,train,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,comp210
ISOCONAZOLE NITRATE,0,train,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1.O=[N+]([O-])O,comp211
ESCIN,0,train,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,comp212
MONTELUKAST SODIUM,0,test,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1.[Na+],comp213
UTILIN,0,train,CCC(C)C(=O)OC1CC2(C)C(c3ccoc3)OC(=O)CC23OC2(C)OC34C(OC(C)=O)C3(O)C(OC(=O)C5(C)OC5C)C5(C)CC3(O)C(C)(C5CC(=O)OC)C14O2,comp214
ISOCOTOIN,0,train,COc1cc(O)cc(O)c1C(=O)c1ccccc1,comp215
SODIUM TETRADECYL SULFATE,0,train,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],comp216
ZOXAZOLAMINE,0,train,Nc1nc2cc(Cl)ccc2o1,comp217
CHLOROCRESOL,0,train,Cc1cc(O)ccc1Cl,comp218
LEUCODIN,0,train,CC1=CC(=O)C2=C(C)CCC3C(C)C(=O)OC3C12,comp219
BACITRACIN,0,train,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,comp220
DACTINOMYCIN,0,train,Cc1c2oc3c(C)ccc(C(=O)OC(C)C4NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)OC(C)C2NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,comp221
CADIN-4-EN-10-OL,0,train,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,comp222
BEXAROTENE,0,train,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,comp223
PLUMBAGIN,0,train,CC1=CC(=O)c2c(O)cccc2C1=O,comp224
ETHAVERINE HYDROCHLORIDE,0,validation,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,comp225
TRIPELENNAMINE CITRATE,0,train,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,comp226
beta-NAPHTHOL,0,train,Oc1ccc2ccccc2c1,comp227
NITRENDIPINE,0,train,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,comp228
CHLORPROMAZINE HYDROCHLORIDE,0,train,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,comp229
ABAMECTIN (avermectin B1a shown),0,train,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,comp230
RETUSIN,0,validation,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,comp231
PERILLIC ACID (-),0,train,C=C(C)C1CC=C(C(=O)O)CC1,comp232
ARTHONIOIC ACID,0,train,CCCCCC(=O)Cc1cc(O)cc(O)c1C(=O)Oc1cc(CC(=O)CCCCC)c(C(=O)O)c(OC)c1,comp233
"5,2'-DIMETHOXYFLAVONE",0,train,COc1ccccc1-c1cc(=O)c2c(OC)cccc2o1,comp234
CLOFOCTOL,0,train,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,comp235
ESTRIOL TRIPROPIONATE,0,train,CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CC(OC(=O)CC)C2OC(=O)CC,comp236
RIBOSTAMYCIN SULFATE,0,train,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,comp237
BOVINOCIDIN,0,train,O=C(O)CC[N+](=O)[O-],comp238
PYRIMETHAMINE,0,train,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,comp239
MENADIONE,0,train,CC1=CC(=O)c2ccccc2C1=O,comp240
GENTAMICIN SULFATE,0,train,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1.O=S(=O)(O)O,comp241
DOXYLAMINE SUCCINATE,0,train,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,comp242
JUGLONE,0,train,O=C1C=CC(=O)c2c(O)cccc21,comp243
AMOXAPINE,0,train,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,comp244
ISOROTENONE,0,train,COc1cc2c(cc1OC)C1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2,comp245
CANDESARTAN CILEXTIL,0,train,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,comp246
PTEROSTILBENE,0,test,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,comp247
LAPACHOL,0,validation,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,comp248
ACITRETIN,0,train,COc1cc(C)c(C=CC=CC=CC=CC(=O)O)c(C)c1C,comp249
ENILCONAZOLE SULFATE,0,train,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,comp250
CEPHAPIRIN SODIUM,0,train,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1.[Na+],comp251
RITONAVIR,0,train,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,comp252
AMISULPRIDE,0,validation,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,comp253
DEACETYLGEDUNIN,0,train,CC1(C)C(=O)C=CC2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,comp254
NAFTOPIDIL,0,test,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,comp255
CARVEDILOL,0,train,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,comp256
AVOCADYNE,0,train,C#CCCCCCCCCCCCC(O)CC(O)CO,comp257
EPIGALLOCATECHIN-3-MONOGALLATE,0,train,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,comp258
"2,4-DINITROPHENOL",0,test,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,comp259
"2',4'-DIHYDROXY-4-METHOXYCHALCONE",0,train,COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,comp260
N-METHYLANTHRANILIC ACID,0,train,CNc1ccccc1C(=O)O,comp261
FESOTERODINE FUMARATE,0,test,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)C=CC(=O)O,comp262
ETHOPROPAZINE HYDROCHLORIDE,0,train,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,comp263
ISOPIMPINELLIN,0,validation,COc1c2ccoc2c(OC)c2oc(=O)ccc12,comp264
TRIAMTERENE,0,train,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,comp265
alpha-MANGOSTIN,0,train,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,comp266
CHLOROTHALONIL,0,train,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,comp267
STAVUDINE,0,validation,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,comp268
DICLAZURIL,0,train,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,comp269
CLINDAMYCIN HYDROCHLORIDE,0,train,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,comp270
CELECOXIB,0,test,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,comp271
ALPINETIN METHYL ETHER,0,train,COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O,comp272
BENZYL NICOTINATE,0,train,O=C(OCc1ccccc1)c1cccnc1,comp273
BENFLUOREX HYDROCHLORIDE,0,train,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,comp274
METHOPRENE (S),0,train,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,comp275
ENTECAVIR MONOHYDRATE,0,train,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21.O,comp276
ETHINYL ESTRADIOL,0,train,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,comp277
SPIRAMYCIN,0,train,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,comp278
TRICLABENDAZOLE,0,train,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,comp279
CYCLOBENZAPRINE HYDROCHLORIDE,0,train,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,comp280
FELBINAC,0,test,O=C(O)Cc1ccc(-c2ccccc2)cc1,comp281
MUNDULONE,0,train,COc1c(-c2coc3cc4c(cc3c2=O)CC(O)C(C)(C)O4)ccc2c1C=CC(C)(C)O2,comp282
LITHOCHOLIC ACID,0,train,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,comp283
MERCAPTOPURINE,0,train,S=c1[nH]cnc2nc[nH]c12,comp284
4'-HYDROXYCHALCONE,0,train,O=C(C=Cc1ccccc1)c1ccc(O)cc1,comp285
TOLVAPTAN,0,train,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,comp286
OXEDRINE,0,train,CNCC(O)c1ccc(O)cc1,comp287
FISETIN,0,validation,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,comp288
SULFAMERAZINE,0,train,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,comp289
ORLISTAT,0,test,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,comp290
LUPEOL ACETATE,0,train,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12,comp291
FEBUXOSTAT,0,train,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,comp292
CANAVANINE,0,test,N=C(N)NOCCC(N)C(=O)O,comp293
IOPANIC ACID,0,train,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,comp294
NORHARMAN,0,validation,c1ccc2c(c1)[nH]c1cnccc12,comp295
"BETAMETHASONE 17,21-DIPROPIONATE",0,train,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,comp296
IMEXON,0,train,N=C1NC(=O)N2CC12,comp297
TRIACETYLRESVERATROL,0,train,CC(=O)Oc1ccc(C=Cc2cc(OC(C)=O)cc(OC(C)=O)c2)cc1,comp298
BROMHEXINE HYDROCHLORIDE,0,train,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,comp299
NOBILETIN,0,train,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,comp300
CHAULMOOGRIC ACID,0,train,O=C(O)CCCCCCCCCCCCC1C=CCC1,comp301
PROCODAZOLE,0,train,O=C(O)CCc1nc2ccccc2[nH]1,comp302
ZOLPIDEM,0,train,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,comp303
PRIMAQUINE PHOSPHATE,0,train,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,comp304
PROMETHAZINE HYDROCHLORIDE,0,train,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,comp305
SODIUM PHENYLBUTYRATE,0,train,O=C([O-])CCCc1ccccc1.[Na+],comp306
PHYSOSTIGMINE SULFATE,0,train,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=S(=O)(O)O,comp307
"DEOXYSAPPANONE B 7,4'-DIMETHYL ETHER",0,train,COc1ccc2c(c1)OCC(Cc1ccc(OC)c(O)c1)C2=O,comp308
ELLAGIC ACID,0,train,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,comp309
PROPARACAINE HYDROCHLORIDE,0,train,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,comp310
DEHYDROACETIC ACID,0,validation,CC(=O)C1C(=O)C=C(C)OC1=O,comp311
BAZEDOXIFENE ACETATE,0,train,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,comp312
SYMCLOSENE,0,train,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,comp313
2-METHOXYRESORCINOL,0,train,COc1c(O)cccc1O,comp314
REPAGLINIDE,0,train,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,comp315
5alpha-CHOLESTAN-3beta-OL-6-ONE,0,train,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(O)CCC4(C)C3CCC12C,comp316
PROCHLORPERAZINE EDISYLATE,0,train,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,comp317
PAROXETINE HYDROCHLORIDE,0,train,Cl.Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,comp318
CEPHARANTHINE,0,train,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,comp319
SELAMECTIN,0,train,COC1CC(OC2C(C)=CCC3CC(CC4(CCC(C)C(C5CCCCC5)O4)O3)OC(=O)C3C=C(C)C(=NO)C4OCC(=CC=CC2C)C34O)OC(C)C1O,comp320
FERULIC ACID,0,test,COc1cc(C=CC(=O)O)ccc1O,comp321
TAPENTADOL HYDROCHLORIDE,0,test,CCC(c1cccc(O)c1)C(C)CN(C)C.Cl,comp322
METAPROTERENOL,0,test,CC(C)NCC(O)c1cc(O)cc(O)c1,comp323
AVOCADYNE ACETATE,0,train,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,comp324
NISOLDIPINE,0,test,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],comp325
ANTIMYCIN A (A1 shown),0,train,CCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,comp326
TEMAZEPAM,0,train,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,comp327
DURMILLONE,0,train,COc1cc2c(=O)c(-c3ccc4c(c3)OCO4)coc2c2c1OC(C)(C)C=C2,comp328
CEAROIN 3-METHYL ETHER,0,train,COc1cccc(C(=O)c2ccccc2)c1,comp329
MITOTANE,0,test,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,comp330
GLAFENINE,0,train,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,comp331
TYROSINE HYDROCHLORIDE,0,train,Cl.NC(Cc1ccc(O)cc1)C(=O)O,comp332
TOPIRAMATE,0,train,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,comp333
7-METHOXYCHROMONE,0,train,COc1ccc2c(=O)ccoc2c1,comp334
PUERARIN,0,train,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,comp335
MOEXIPRIL HYDROCHLORIDE,0,train,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O.Cl,comp336
OCTISALATE,0,train,CCCCC(CC)COC(=O)c1ccccc1O,comp337
"5,7,4'-TRIMETHOXYISOFLAVONE",0,train,COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,comp338
2-CARENE-3-ONE,0,train,CC1=CC2C(CC1=O)C2(C)C,comp339
LORATADINE,0,test,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,comp340
PIPERONYLIC ACID,0,train,O=C(O)c1ccc2c(c1)OCO2,comp341
THIOPENTAL SODIUM,0,test,CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],comp342
MEGLUTOL,0,train,CC(O)(CC(=O)O)CC(=O)O,comp343
SULFAPHENAZOLE,0,train,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,comp344
ANGOLENSIN (R),0,train,COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,comp345
BUFEXAMAC,0,train,CCCCOc1ccc(CC(=O)NO)cc1,comp346
VALETHAMATE BROMIDE,0,validation,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],comp347
RETINYL PALMITATE,0,train,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,comp348
XANTHOPTERIN,0,train,Nc1nc2ncc(=O)[nH]c2c(=O)[nH]1,comp349
DEOXYCHOLIC ACID,0,train,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,comp350
AFALANINE,0,train,CC(=O)NC(Cc1ccccc1)C(=O)O,comp351
PROPOFOL,0,train,CC(C)c1cccc(C(C)C)c1O,comp352
PIPERONYL BUTOXIDE,0,train,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,comp353
CLOMIPHENE CITRATE,0,train,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,comp354
TEPOXALIN,0,test,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,comp355
TIOGUANINE,0,train,Nc1nc(S)c2nc[nH]c2n1,comp356
PAEONOL,0,train,COc1ccc(C(C)=O)c(O)c1,comp357
CARNOSIC ACID,0,train,CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,comp358
ERYTHROSINE SODIUM,0,test,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],comp359
"ALGINIC ACID [Mol Wt ~200,000; monomers shown]",0,train,COC1C(C(=O)O)OC(C)C(O)C1O.COC1OC(C(=O)O)C(O)C(O)C1O,comp360
HEXAMETHONIUM BROMIDE,0,validation,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],comp361
"5alpha-ANDROSTAN-3,17-DIONE",0,train,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,comp362
PENBUTOLOL SULFATE,0,train,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,comp363
PHLORACETOPHENONE,0,train,CC(=O)c1c(O)cc(O)cc1O,comp364
CLINDAMYCIN PALMITATE HYDROCHLORIDE,0,train,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O.Cl,comp365
ANABASAMINE HYDROCHLORIDE,0,validation,CN1CCCCC1c1ccc(-c2cccnc2)nc1.Cl,comp366
PRONETALOL HYDROCHLORIDE,0,train,CC(C)NCC(O)c1ccc2ccccc2c1.Cl,comp367
SODIUM LACTATE,0,train,CC(O)C(=O)[O-].[Na+],comp368
TILMICOSIN,0,train,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,comp369
TRILOSTANE,0,train,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,comp370
CHOLESTERYL ACETATE,0,test,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,comp371
OXYPHENBUTAZONE,0,train,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,comp372
SULFISOXAZOLE ACETYL,0,train,CC(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,comp373
FLUTAMIDE,0,train,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,comp374
SULFAGUANIDINE,0,train,N=C(N)NS(=O)(=O)c1ccc(N)cc1,comp375
ATRANORIN,0,train,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,comp376
EFLORNITHINE HYDROCHLORIDE HYDRATE,0,train,Cl.NCCCC(N)(C(=O)O)C(F)F.O,comp377
PRASTERONE,0,train,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,comp378
ARGININE HYDROCHLORIDE,0,train,Cl.N=C(N)NCCCC(N)C(=O)O,comp379
OXFENDAZOLE,0,train,COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,comp380
ACTEIN,0,train,CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OC(O)C1(C)OC41,comp381
ORSELLINIC ACID,0,train,Cc1cc(O)cc(O)c1C(=O)O,comp382
CITRININ,0,train,CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,comp383
SITAGLIPTIN PHOSPHATE,0,train,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,comp384
PICROPODOPHYLLIN,0,train,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,comp385
GABAPENTIN,0,train,NCC1(CC(=O)O)CCCCC1,comp386
ESTRADIOL VALERATE,0,train,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,comp387
